date,locationid,maxtemp,mintemp
2018-09-21,Edinburgh,13.0,7.0
2018-09-22,Edinburgh,14.0,3.0
2018-09-23,Edinburgh,12.0,5.0
2018-09-24,Edinburgh,13.0,7.0
2018-09-25,Edinburgh,15.0,12.0
2018-09-26,Edinburgh,17.0,13.0
2018-09-27,Edinburgh,16.0,4.0
2018-09-28,Edinburgh,12.0,7.0
2018-09-29,Edinburgh,12.0,7.0
2018-09-30,Edinburgh,12.0,2.0
2018-10-01,Edinburgh,11.0,8.0
2018-10-02,Edinburgh,13.0,6.0
2018-10-03,Edinburgh,15.0,11.0
2018-10-04,Edinburgh,16.0,6.0
2018-10-05,Edinburgh,13.0,4.0
2018-10-06,Edinburgh,11.0,3.0
2018-10-07,Edinburgh,12.0,12.0
2018-10-08,Edinburgh,15.0,12.0
2018-10-09,Edinburgh,15.0,11.0
2018-10-10,Edinburgh,15.0,12.0
2018-10-11,Edinburgh,17.0,8.0
2018-10-12,Edinburgh,17.0,11.0
2018-10-13,Edinburgh,15.0,8.0
2018-10-14,Edinburgh,12.0,4.0
2018-10-15,Edinburgh,13.0,6.0
2018-10-16,Edinburgh,15.0,8.0
2018-10-17,Edinburgh,12.0,4.0
2018-10-18,Edinburgh,12.0,5.0
2018-10-19,Edinburgh,12.0,7.0
2018-10-20,Edinburgh,15.0,13.0
2018-10-21,Edinburgh,16.0,5.0
2018-10-22,Edinburgh,11.0,9.0
2018-10-23,Edinburgh,13.0,10.0
2018-10-24,Edinburgh,12.0,9.0
2018-10-25,Edinburgh,13.0,4.0
2018-10-26,Edinburgh,9.0,1.0
2018-10-27,Edinburgh,7.0,2.0
2018-10-28,Edinburgh,8.0,-1.0
2018-10-29,Edinburgh,7.0,0.0
2018-10-30,Edinburgh,8.0,0.0
2018-10-31,Edinburgh,9.0,3.0
2018-11-01,Edinburgh,7.0,2.0
2018-11-02,Edinburgh,8.0,7.0
2018-11-03,Edinburgh,15.0,8.0
2018-11-04,Edinburgh,12.0,8.0
2018-11-05,Edinburgh,11.0,8.0
2018-11-06,Edinburgh,12.0,10.0
2018-11-07,Edinburgh,12.0,4.0
2018-11-08,Edinburgh,10.0,6.0
2018-11-09,Edinburgh,10.0,7.0
2018-11-10,Edinburgh,10.0,5.0
2018-11-11,Edinburgh,8.0,6.0
2018-11-12,Edinburgh,10.0,7.0
2018-11-13,Edinburgh,10.0,7.0
2018-11-14,Edinburgh,15.0,9.0
2018-11-15,Edinburgh,15.0,9.0
2018-11-16,Edinburgh,15.0,7.0
2018-11-17,Edinburgh,10.0,3.0
2018-11-18,Edinburgh,8.0,3.0
2018-11-19,Edinburgh,7.0,6.0
2018-11-20,Edinburgh,6.0,5.0
2018-11-21,Edinburgh,6.0,1.0
2018-11-22,Edinburgh,5.0,5.0
2018-11-23,Edinburgh,7.0,2.0
2018-11-24,Edinburgh,6.0,3.0
2018-11-25,Edinburgh,5.0,2.0
2018-11-26,Edinburgh,5.0,2.0
2018-11-27,Edinburgh,6.0,4.0
2018-11-28,Edinburgh,13.0,7.0
2018-11-29,Edinburgh,10.0,6.0
2018-11-30,Edinburgh,8.0,2.0
2018-12-01,Edinburgh,6.0,3.0
2018-12-02,Edinburgh,6.0,3.0
2018-12-03,Edinburgh,6.0,-1.0
2018-12-04,Edinburgh,5.0,-1.0
2018-12-05,Edinburgh,5.0,4.0
2018-12-06,Edinburgh,12.0,6.0
2018-12-07,Edinburgh,11.0,6.0
2018-12-08,Edinburgh,8.0,2.0
2018-12-09,Edinburgh,6.0,0.0
2018-12-10,Edinburgh,6.0,2.0
2018-12-11,Edinburgh,7.0,4.0
2018-12-12,Edinburgh,7.0,2.0
2018-12-13,Edinburgh,4.0,-1.0
2018-12-14,Edinburgh,5.0,1.0
2018-12-15,Edinburgh,3.0,2.0
2018-12-16,Edinburgh,7.0,2.0
2018-12-17,Edinburgh,8.0,7.0
2018-12-18,Edinburgh,11.0,4.0
2018-12-19,Edinburgh,9.0,3.0
2018-12-20,Edinburgh,7.0,3.0
2018-12-21,Edinburgh,8.0,5.0
2018-12-22,Edinburgh,8.0,4.0
2018-12-23,Edinburgh,6.0,-2.0
2018-12-24,Edinburgh,2.0,-1.0
2018-12-25,Edinburgh,9.0,7.0
2018-12-26,Edinburgh,10.0,7.0
2018-12-27,Edinburgh,10.0,6.0
2018-12-28,Edinburgh,10.0,5.0
2018-12-29,Edinburgh,11.0,5.0
2018-12-30,Edinburgh,11.0,7.0
