timestamp,home271_outside2521_sensor16767_gas-pulse_gas,home271_hall2523_sensor16781c16790_electric-mains_electric-combined
2018-01-08 08:00:00,5036.0,410.0
2018-01-08 09:00:00,2575.0,602.0
2018-01-08 10:00:00,4139.0,749.0
2018-01-08 11:00:00,112.0,114.0
2018-01-08 12:00:00,0.0,102.0
2018-01-08 13:00:00,0.0,104.0
2018-01-08 14:00:00,1790.0,109.0
2018-01-08 15:00:00,6264.0,188.0
2018-01-08 16:00:00,2575.0,1216.0
2018-01-08 17:00:00,4248.0,1126.0
2018-01-08 18:00:00,3694.0,354.0
2018-01-08 19:00:00,10411.0,562.0
2018-01-08 20:00:00,2800.0,494.0
2018-01-08 21:00:00,0.0,260.0
2018-01-08 22:00:00,4031.0,261.0
2018-01-08 23:00:00,3023.0,265.0
2018-01-09 00:00:00,0.0,130.0
2018-01-09 01:00:00,0.0,117.0
2018-01-09 02:00:00,0.0,111.0
2018-01-09 03:00:00,0.0,119.0
2018-01-09 04:00:00,0.0,123.0
2018-01-09 05:00:00,8058.0,153.0
2018-01-09 06:00:00,4367.0,140.0
2018-01-09 07:00:00,10861.0,434.0
2018-01-09 08:00:00,670.0,737.0
2018-01-09 09:00:00,0.0,205.0
2018-01-09 10:00:00,0.0,113.0
2018-01-09 11:00:00,0.0,114.0
2018-01-09 12:00:00,0.0,110.0
2018-01-09 13:00:00,0.0,105.0
2018-01-09 14:00:00,6047.0,130.0
2018-01-09 15:00:00,5596.0,1123.0
2018-01-09 16:00:00,3357.0,1591.0
2018-01-09 17:00:00,6601.0,1040.0
2018-01-09 18:00:00,2350.0,323.0
2018-01-09 19:00:00,14442.0,969.0
2018-01-09 20:00:00,2239.0,1067.0
2018-01-09 21:00:00,2464.0,348.0
2018-01-09 22:00:00,3136.0,1094.0
2018-01-09 23:00:00,112.0,196.0
2018-01-10 00:00:00,0.0,134.0
2018-01-10 01:00:00,0.0,122.0
2018-01-10 02:00:00,0.0,113.0
2018-01-10 03:00:00,0.0,115.0
2018-01-10 04:00:00,0.0,118.0
2018-01-10 05:00:00,8844.0,148.0
2018-01-10 06:00:00,5037.0,154.0
2018-01-10 07:00:00,10079.0,551.0
2018-01-10 08:00:00,1456.0,323.0
2018-01-10 09:00:00,0.0,114.0
2018-01-10 10:00:00,0.0,114.0
2018-01-10 11:00:00,0.0,115.0
2018-01-10 12:00:00,0.0,103.0
2018-01-10 13:00:00,0.0,109.0
2018-01-10 14:00:00,6384.0,129.0
2018-01-10 15:00:00,6158.0,822.0
2018-01-10 16:00:00,4029.0,1836.0
2018-01-10 17:00:00,4590.0,1605.0
2018-01-10 18:00:00,13090.0,1859.0
2018-01-10 19:00:00,2352.0,496.0
2018-01-10 20:00:00,1120.0,278.0
2018-01-10 21:00:00,2351.0,330.0
2018-01-10 22:00:00,2912.0,279.0
2018-01-10 23:00:00,2575.0,163.0
2018-01-11 00:00:00,0.0,124.0
2018-01-11 01:00:00,0.0,120.0
2018-01-11 02:00:00,0.0,118.0
2018-01-11 03:00:00,0.0,128.0
2018-01-11 04:00:00,0.0,110.0
2018-01-11 05:00:00,8287.0,132.0
2018-01-11 06:00:00,3694.0,140.0
2018-01-11 07:00:00,13094.0,468.0
2018-01-11 08:00:00,2797.0,624.0
2018-01-11 09:00:00,0.0,475.0
2018-01-11 10:00:00,0.0,565.0
2018-01-11 11:00:00,0.0,121.0
2018-01-11 12:00:00,0.0,114.0
2018-01-11 13:00:00,0.0,114.0
2018-01-11 14:00:00,6607.0,129.0
2018-01-11 15:00:00,6370.0,256.0
2018-01-11 16:00:00,2792.0,1034.0
2018-01-11 17:00:00,6030.0,1463.0
2018-01-11 18:00:00,2233.0,462.0
