home_number,earliest_timestamp,latest_timestamp,number_of_rows,bathroom_c_electric-mains_electric-combined,bathroom_gas-pulse_gas,bathroom_room_humidity,bathroom_room_light,bathroom_room_temperature,bathroom_tempprobe_bath,bathroom_tempprobe_central-heating-flow,bathroom_tempprobe_central-heating-return,bathroom_tempprobe_hot-water-cold-pipe,bathroom_tempprobe_hot-water-hot-pipe,bathroom_tempprobe_radiator-input,bathroom_tempprobe_radiator-output,bathroom_tempprobe_shower,bathroom_tempprobe_sink,bedroom_c_electric-mains_electric-combined,bedroom_gas-pulse_gas,bedroom_room_humidity,bedroom_room_light,bedroom_room_temperature,bedroom_tempprobe_central-heating-flow,bedroom_tempprobe_central-heating-return,bedroom_tempprobe_hot-water-cold-pipe,bedroom_tempprobe_hot-water-hot-pipe,bedroom_tempprobe_radiator-input,bedroom_tempprobe_radiator-output,conservatory_room_humidity,conservatory_room_light,conservatory_room_temperature,cupboard_c_electric-mains_electric-combined,cupboard_gas-pulse_gas,cupboard_room_humidity,cupboard_room_light,cupboard_room_temperature,cupboard_tempprobe_central-heating-flow,cupboard_tempprobe_central-heating-return,cupboard_tempprobe_hot-water-cold-pipe,cupboard_tempprobe_hot-water-hot-pipe,diningroom_c_electric-mains_electric-combined,diningroom_room_humidity,diningroom_room_light,diningroom_room_temperature,diningroom_tempprobe_central-heating-flow,diningroom_tempprobe_central-heating-return,diningroom_tempprobe_hot-water-cold-pipe,diningroom_tempprobe_hot-water-hot-pipe,diningroom_tempprobe_radiator-input,diningroom_tempprobe_radiator-output,diningroom_tempprobe_sink,hall_c_electric-mains_electric-combined,hall_electric-mains_electric-combined,hall_gas-pulse_gas,hall_room_humidity,hall_room_light,hall_room_temperature,hall_tempprobe_central-heating-flow,hall_tempprobe_central-heating-return,hall_tempprobe_hot-water-cold-pipe,hall_tempprobe_hot-water-hot-pipe,hall_tempprobe_radiator-input,hall_tempprobe_radiator-output,kitchen_c_electric-mains_electric-combined,kitchen_electric-mains_electric-combined,kitchen_gas-pulse_gas,kitchen_heatcook_humidity,kitchen_heatcook_light,kitchen_heatcook_temperature,kitchen_room_humidity,kitchen_room_light,kitchen_room_temperature,kitchen_tempprobe_central-heating-flow,kitchen_tempprobe_central-heating-return,kitchen_tempprobe_hot-water-cold-pipe,kitchen_tempprobe_hot-water-hot-pipe,kitchen_tempprobe_oven,kitchen_tempprobe_radiator-input,kitchen_tempprobe_radiator-output,kitchen_tempprobe_sink,kitchenliving_heatcook_humidity,kitchenliving_heatcook_light,kitchenliving_heatcook_temperature,kitchenliving_room_humidity,kitchenliving_room_light,kitchenliving_room_temperature,kitchenliving_tempprobe_central-heating-flow,kitchenliving_tempprobe_central-heating-return,kitchenliving_tempprobe_hot-water-cold-pipe,kitchenliving_tempprobe_hot-water-hot-pipe,kitchenliving_tempprobe_radiator-input,kitchenliving_tempprobe_radiator-output,kitchenliving_tempprobe_sink,livingroom_c_electric-mains_electric-combined,livingroom_electric-mains_electric-combined,livingroom_gas-pulse_gas,livingroom_heater_humidity,livingroom_heater_light,livingroom_heater_temperature,livingroom_room_humidity,livingroom_room_light,livingroom_room_temperature,livingroom_tempprobe_central-heating-flow,livingroom_tempprobe_central-heating-return,livingroom_tempprobe_hot-water-cold-pipe,livingroom_tempprobe_hot-water-hot-pipe,livingroom_tempprobe_radiator-input,livingroom_tempprobe_radiator-output,other_c_electric-mains_electric-combined,other_gas-pulse_gas,other_room_humidity,other_room_light,other_room_temperature,other_tempprobe_central-heating-flow,other_tempprobe_central-heating-return,other_tempprobe_hot-water-cold-pipe,other_tempprobe_hot-water-hot-pipe,other_tempprobe_radiator-input,other_tempprobe_radiator-output,other_tempprobe_shower,outside_c_electric-mains_electric-combined,outside_electric-mains_electric-combined,outside_gas-pulse_gas,outside_tempprobe_central-heating-flow,outside_tempprobe_central-heating-return,outside_tempprobe_hot-water-cold-pipe,outside_tempprobe_hot-water-hot-pipe,playroom_room_humidity,playroom_room_light,playroom_room_temperature,playroom_tempprobe_radiator-input,playroom_tempprobe_radiator-output,study_c_electric-mains_electric-combined,study_gas-pulse_gas,study_heater_humidity,study_heater_light,study_heater_temperature,study_room_humidity,study_room_light,study_room_temperature,study_tempprobe_central-heating-flow,study_tempprobe_central-heating-return,study_tempprobe_hot-water-cold-pipe,study_tempprobe_hot-water-hot-pipe,study_tempprobe_radiator-input,study_tempprobe_radiator-output,utility_c_electric-mains_electric-combined,utility_gas-pulse_gas,utility_room_humidity,utility_room_light,utility_room_temperature,utility_tempprobe_central-heating-flow,utility_tempprobe_central-heating-return,utility_tempprobe_hot-water-cold-pipe,utility_tempprobe_hot-water-hot-pipe,utility_tempprobe_radiator-input,utility_tempprobe_radiator-output,utility_tempprobe_sink
home71,11/01/2017 09:00,30/06/2018 23:00,12506,0,0,15419,15419,15419,0,0,0,0,0,0,0,0,0,0,0,24967,24963,24967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12495,12496,12495,0,0,0,0,0,0,0,12476,0,3141,11775,11798,11775,12442,12442,12457,12457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12493,12494,12493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home72,04/01/2017 13:00,30/06/2018 23:00,12506,0,0,12485,12483,12485,0,0,0,0,0,0,0,0,0,0,0,11884,11899,11884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12480,0,0,12493,12493,12493,0,0,0,0,0,0,0,0,4147,0,0,0,12469,12471,12469,11786,11786,11474,11474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12492,12492,12492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12490,12490,12490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home73,15/12/2016 14:00,24/06/2018 13:00,11444,0,0,11392,11393,11392,9010,0,0,0,0,9822,9822,0,9704,0,0,22769,22764,22769,0,0,0,0,19608,19608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11382,0,0,11392,11393,11392,0,0,0,0,9822,9822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9823,9824,9823,11394,11394,11394,11394,11394,11393,11393,0,0,1,0,0,0,0,0,0,5847,6680,6680,0,0,0,0,9790,9790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4137,0,0,0,0,0,0,0,0,0,9761
home74,05/01/2017 13:00,30/06/2018 23:00,11409,0,0,22643,22638,22643,0,0,0,0,0,0,0,0,0,0,0,34091,34084,34091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11382,11382,11382,0,0,0,0,0,0,0,0,0,0,0,0,11382,11382,11382,11155,11155,11334,11334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11382,11383,11382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11370,7274,0,0,0,0,0,0,0,0,0,0
home75,10/01/2017 09:00,14/06/2018 09:00,12061,0,0,24096,24091,24096,0,0,0,0,0,0,0,0,0,0,0,24082,24079,24082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12048,0,3304,12007,12014,12007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12057,12058,12057,12053,12053,12038,12038,0,0,0,0,0,0,0,0,0,12002,12056,12054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home76,18/01/2017 09:00,30/06/2018 23:00,9975,0,0,19824,19818,19824,0,0,0,0,0,0,0,0,0,0,0,19881,19883,19881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9950,9950,9950,0,0,0,0,0,0,0,0,0,0,19897,19897,19897,0,0,0,0,0,0,0,0,4352,0,0,0,9892,9894,9892,9491,8934,9716,9716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9950,9951,9950,0,0,0,0,0,0,9919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9950,9950,9950,0,0,0,0,0,0,0,9949,9949,9949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home77,17/01/2017 09:00,30/06/2018 23:00,9516,0,0,9501,9502,9501,0,0,0,0,0,0,0,0,0,0,0,18918,18912,18918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9491,0,0,9503,9503,9503,9225,7410,9499,9499,0,0,0,0,0,0,0,0,8580,8576,8580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9449,9452,9449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home78,19/01/2017 09:00,30/06/2018 23:00,12249,0,0,24426,24423,24426,0,0,0,0,0,0,0,0,0,0,0,24368,24371,24368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12149,5612,12215,12215,12215,0,0,0,0,0,0,0,0,0,0,0,0,12103,12107,12103,6898,9756,11237,11237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12223,12224,12223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home79,04/11/2016 13:00,30/06/2018 23:00,11429,0,0,21217,21219,21217,0,0,0,0,0,0,0,0,0,0,0,27316,27314,27316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5095,22798,22803,22798,11002,11002,10452,10452,0,0,0,0,0,0,0,0,11335,11333,11335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11402,11400,11402,0,0,0,0,0,0,0,0,8835,8870,8835,0,0,0,0,0,0,0,11388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9435,9453,9435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home80,24/01/2017 09:00,06/05/2017 13:00,2420,0,0,2411,2411,2411,0,0,0,0,0,0,0,0,0,0,0,2412,2412,2412,2393,2393,1,2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2419,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2419,2419,2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2419,2419,2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home81,04/11/2016 13:00,14/06/2018 12:00,11798,0,0,23101,23116,23101,0,0,0,0,0,0,0,0,0,0,0,21438,21497,21438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11762,11764,11762,0,0,0,0,0,0,0,0,0,0,11756,11755,11756,0,0,0,0,0,0,0,0,0,0,0,0,11764,11764,11764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11764,11765,11764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11735,11735,11735,0,0,0,0,0,0,11757,0,11757,11762,11757,11695,11695,11758,11758,0,0,0
home82,25/10/2016 14:00,30/06/2018 23:00,11894,0,0,23771,23767,23771,0,11861,11861,11838,11838,0,0,0,0,0,0,21722,21726,21722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11881,0,0,11892,11892,11892,0,0,0,0,0,0,0,0,0,0,0,0,11892,11892,11892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11892,11892,11892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11891,11893,11891,0,0,0,0,0,0,0,1287,0,0,0,0,0,0,0,0,0,0
home83,31/01/2017 08:00,10/06/2018 09:00,11374,0,0,11322,11323,11322,0,0,0,0,0,0,0,0,0,0,0,18172,18229,18172,5909,5909,5609,5609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11326,0,5577,11313,11304,11313,0,0,0,0,0,0,0,0,0,0,0,0,11334,11331,11334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11337,11337,11337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home84,31/01/2017 13:00,08/04/2017 08:00,1569,0,0,1568,1568,1568,0,0,0,0,0,0,0,0,0,0,0,3136,3136,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,642,638,0,0,0,0,0,0,0,1569,0,0,1568,1568,1568,0,1569,1569,1569,0,0,0,0,0,0,0,0,1405,1408,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345,1347,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home85,02/02/2017 08:00,12/06/2018 00:00,8305,0,0,8274,8264,8274,0,0,0,0,0,0,0,0,0,0,0,16371,16355,16371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8191,0,3611,7385,7212,7385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8225,8164,8225,8216,8216,8269,8269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home86,02/02/2017 11:00,17/06/2018 23:00,11683,0,0,11682,11681,11682,0,0,0,0,0,0,0,0,0,0,0,46722,46722,46722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23360,23359,23360,0,0,0,0,0,0,11666,0,0,0,0,0,11678,11681,11678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11585,11596,11585,0,0,0,0,0,0,0,128,0,0,0,9725,9725,9055,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11682,11681,11682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home88,02/02/2017 14:00,25/02/2018 21:00,9065,0,0,18004,17998,18004,0,0,0,0,0,0,0,0,0,0,0,11644,11647,11644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9063,0,0,9065,9065,9065,9065,9065,9065,9065,0,0,0,0,0,0,0,0,9065,9064,9065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9054,9056,9054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7721,7766,7721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home89,02/11/2016 12:00,30/06/2018 23:00,8691,0,0,15960,15968,15960,0,0,0,0,0,0,0,0,0,0,0,13657,13663,13657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15956,15967,15956,0,0,0,0,0,0,8400,0,0,0,0,0,8398,8400,8398,8342,8342,8376,8376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7984,7984,7984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home90,09/02/2017 11:00,28/09/2018 23:00,13909,0,0,11702,11703,11702,10276,0,0,0,0,10276,10276,0,10276,0,0,11702,11702,11702,0,0,0,0,10272,10272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11702,11702,11702,0,0,0,0,10276,10276,0,0,0,12435,12435,12435,11701,11702,11701,0,0,0,0,0,10277,10277,10276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11702,11702,11702,0,0,0,0,9897,9897,0,0,0,0,0,0,0,0,0,0,0,0,0,11287,3730,11370,11370,11485,11485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home91,25/10/2016 14:00,23/01/2018 12:00,5483,0,0,5481,5480,5481,0,0,0,0,0,0,0,0,0,0,0,15558,15547,15558,4786,4786,5249,5249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5481,0,1750,5480,5481,5480,0,0,0,0,0,0,0,0,0,0,0,0,5482,5482,5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5481,5482,5481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home92,14/02/2017 11:00,30/06/2018 23:00,11705,0,0,21704,21707,21704,0,11029,11029,11400,11400,0,0,0,0,0,0,46322,46324,46322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23380,23379,23380,0,0,0,0,0,0,0,0,0,0,0,0,11692,11691,11692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11690,11692,11690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11677,4495,10510,10503,10510,0,0,0,0,0,0,0
home93,14/02/2017 13:00,28/06/2018 07:00,9534,0,3259,18019,18608,18608,0,0,0,0,0,0,0,0,0,0,0,19041,19039,19041,29,9520,9523,9523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9509,0,0,9522,9522,9522,0,0,0,0,0,0,0,0,0,0,0,0,9496,9495,9496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8570,8570,8570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9487,9486,9487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home94,21/02/2017 08:00,30/06/2018 23:00,11545,0,0,11093,11098,11093,0,0,0,0,0,0,0,0,0,0,0,6340,6380,6340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11501,0,4726,11480,11485,11480,0,0,0,0,0,0,0,0,0,0,0,0,11516,11517,11516,11480,0,11518,11518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10992,10989,10992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home96,28/02/2017 10:00,30/06/2018 23:00,8495,0,0,19639,19642,19639,4624,0,0,0,0,4048,7870,0,8236,0,0,40192,40194,40192,8475,8475,8469,8469,13584,18151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16311,16310,16311,0,0,0,0,4097,4097,0,0,0,0,0,0,8130,8115,8130,0,0,0,0,0,4348,4348,4621,0,0,0,0,0,0,0,0,0,0,0,0,0,8468,0,2868,0,0,0,7833,7833,7833,0,0,0,0,4640,4640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home97,02/03/2017 08:00,13/05/2018 10:00,9610,0,0,19062,19071,19062,0,0,0,0,0,0,0,0,0,0,0,28721,28718,28721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9463,9467,9463,0,0,0,0,0,0,0,9575,0,8034,9395,9580,9580,0,0,0,0,0,0,0,0,0,0,0,0,9202,9198,9202,9319,9319,6782,6782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9580,9580,9580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9528,9528,9528,9560,9559,9560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home98,02/03/2017 11:00,30/06/2018 23:00,11332,0,0,22581,22578,22581,0,0,0,0,0,0,0,0,0,0,0,22584,22585,22584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11290,0,6429,11297,11296,11297,11215,11215,11280,0,0,0,0,0,0,0,0,0,11302,11302,11302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11301,11301,11301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home99,07/03/2017 08:00,30/06/2018 23:00,9697,0,0,9198,9213,9198,0,0,0,0,0,0,0,0,0,0,0,29011,29013,29011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9686,9686,9686,0,0,0,0,0,0,0,0,0,0,19172,19165,19172,0,0,0,0,0,0,0,0,0,0,0,0,9578,9584,9578,9281,9281,9013,9013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9305,9315,9302,9676,9675,9676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9675,0,2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
