home_number,earliest_timestamp,latest_timestamp,number_of_rows,bathroom_c_electric-mains_electric-combined,bathroom_gas-pulse_gas,bathroom_room_humidity,bathroom_room_light,bathroom_room_temperature,bathroom_tempprobe_bath,bathroom_tempprobe_central-heating-flow,bathroom_tempprobe_central-heating-return,bathroom_tempprobe_hot-water-cold-pipe,bathroom_tempprobe_hot-water-hot-pipe,bathroom_tempprobe_radiator-input,bathroom_tempprobe_radiator-output,bathroom_tempprobe_shower,bathroom_tempprobe_sink,bedroom_c_electric-mains_electric-combined,bedroom_gas-pulse_gas,bedroom_room_humidity,bedroom_room_light,bedroom_room_temperature,bedroom_tempprobe_central-heating-flow,bedroom_tempprobe_central-heating-return,bedroom_tempprobe_hot-water-cold-pipe,bedroom_tempprobe_hot-water-hot-pipe,bedroom_tempprobe_radiator-input,bedroom_tempprobe_radiator-output,conservatory_room_humidity,conservatory_room_light,conservatory_room_temperature,cupboard_c_electric-mains_electric-combined,cupboard_gas-pulse_gas,cupboard_room_humidity,cupboard_room_light,cupboard_room_temperature,cupboard_tempprobe_central-heating-flow,cupboard_tempprobe_central-heating-return,cupboard_tempprobe_hot-water-cold-pipe,cupboard_tempprobe_hot-water-hot-pipe,diningroom_c_electric-mains_electric-combined,diningroom_room_humidity,diningroom_room_light,diningroom_room_temperature,diningroom_tempprobe_central-heating-flow,diningroom_tempprobe_central-heating-return,diningroom_tempprobe_hot-water-cold-pipe,diningroom_tempprobe_hot-water-hot-pipe,diningroom_tempprobe_radiator-input,diningroom_tempprobe_radiator-output,diningroom_tempprobe_sink,hall_c_electric-mains_electric-combined,hall_electric-mains_electric-combined,hall_gas-pulse_gas,hall_room_humidity,hall_room_light,hall_room_temperature,hall_tempprobe_central-heating-flow,hall_tempprobe_central-heating-return,hall_tempprobe_hot-water-cold-pipe,hall_tempprobe_hot-water-hot-pipe,hall_tempprobe_radiator-input,hall_tempprobe_radiator-output,kitchen_c_electric-mains_electric-combined,kitchen_electric-mains_electric-combined,kitchen_gas-pulse_gas,kitchen_heatcook_humidity,kitchen_heatcook_light,kitchen_heatcook_temperature,kitchen_room_humidity,kitchen_room_light,kitchen_room_temperature,kitchen_tempprobe_central-heating-flow,kitchen_tempprobe_central-heating-return,kitchen_tempprobe_hot-water-cold-pipe,kitchen_tempprobe_hot-water-hot-pipe,kitchen_tempprobe_oven,kitchen_tempprobe_radiator-input,kitchen_tempprobe_radiator-output,kitchen_tempprobe_sink,kitchenliving_heatcook_humidity,kitchenliving_heatcook_light,kitchenliving_heatcook_temperature,kitchenliving_room_humidity,kitchenliving_room_light,kitchenliving_room_temperature,kitchenliving_tempprobe_central-heating-flow,kitchenliving_tempprobe_central-heating-return,kitchenliving_tempprobe_hot-water-cold-pipe,kitchenliving_tempprobe_hot-water-hot-pipe,kitchenliving_tempprobe_radiator-input,kitchenliving_tempprobe_radiator-output,kitchenliving_tempprobe_sink,livingroom_c_electric-mains_electric-combined,livingroom_electric-mains_electric-combined,livingroom_gas-pulse_gas,livingroom_heater_humidity,livingroom_heater_light,livingroom_heater_temperature,livingroom_room_humidity,livingroom_room_light,livingroom_room_temperature,livingroom_tempprobe_central-heating-flow,livingroom_tempprobe_central-heating-return,livingroom_tempprobe_hot-water-cold-pipe,livingroom_tempprobe_hot-water-hot-pipe,livingroom_tempprobe_radiator-input,livingroom_tempprobe_radiator-output,other_c_electric-mains_electric-combined,other_gas-pulse_gas,other_room_humidity,other_room_light,other_room_temperature,other_tempprobe_central-heating-flow,other_tempprobe_central-heating-return,other_tempprobe_hot-water-cold-pipe,other_tempprobe_hot-water-hot-pipe,other_tempprobe_radiator-input,other_tempprobe_radiator-output,other_tempprobe_shower,outside_c_electric-mains_electric-combined,outside_electric-mains_electric-combined,outside_gas-pulse_gas,outside_tempprobe_central-heating-flow,outside_tempprobe_central-heating-return,outside_tempprobe_hot-water-cold-pipe,outside_tempprobe_hot-water-hot-pipe,playroom_room_humidity,playroom_room_light,playroom_room_temperature,playroom_tempprobe_radiator-input,playroom_tempprobe_radiator-output,study_c_electric-mains_electric-combined,study_gas-pulse_gas,study_heater_humidity,study_heater_light,study_heater_temperature,study_room_humidity,study_room_light,study_room_temperature,study_tempprobe_central-heating-flow,study_tempprobe_central-heating-return,study_tempprobe_hot-water-cold-pipe,study_tempprobe_hot-water-hot-pipe,study_tempprobe_radiator-input,study_tempprobe_radiator-output,utility_c_electric-mains_electric-combined,utility_gas-pulse_gas,utility_room_humidity,utility_room_light,utility_room_temperature,utility_tempprobe_central-heating-flow,utility_tempprobe_central-heating-return,utility_tempprobe_hot-water-cold-pipe,utility_tempprobe_hot-water-hot-pipe,utility_tempprobe_radiator-input,utility_tempprobe_radiator-output,utility_tempprobe_sink
home315,15/03/2018 09:00,30/06/2018 23:00,2468,0,0,4895,4893,4895,0,0,0,0,0,0,0,0,0,0,0,7342,7341,7342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2437,0,0,7343,7343,7343,0,0,0,0,0,0,0,0,0,0,0,0,2448,2449,2448,2443,2443,2447,2447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447,2447,2447,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home316,16/03/2018 08:00,30/06/2018 23:00,2413,0,0,7137,7139,7137,0,0,0,0,0,0,0,0,0,0,0,9528,9528,9528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2382,2382,2382,0,0,0,0,0,0,0,2370,0,0,2383,2383,2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2382,2382,2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2382,2382,2382,2382,2382,2381,2381,0,0,0
home317,19/03/2018 08:00,30/06/2018 23:00,2365,0,0,2230,2227,2230,0,0,0,0,0,0,0,0,0,0,0,4217,4207,4217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080,410,2294,2302,2294,0,0,0,0,0,0,0,0,0,0,0,0,1262,1268,1262,1066,1066,1067,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109,2093,2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home318,20/03/2018 09:00,30/06/2018 23:00,2352,0,0,2287,2282,2287,0,0,0,0,0,0,0,0,0,0,0,6970,6969,6970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2326,2327,2326,2322,2322,2315,2315,0,0,2322,0,721,0,0,0,2332,2332,2332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2332,2332,2332,0,0,0,0,0,0,0,0,2330,2329,2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home319,20/03/2018 09:00,30/06/2018 23:00,2292,0,0,2263,2264,2263,0,0,0,0,0,0,0,0,0,0,0,4530,4529,4530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2255,0,0,2264,2264,2264,0,0,0,0,0,0,0,0,0,0,0,0,2263,2264,2263,2085,2085,2250,2166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264,2264,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264,2264,2264,0,0,0,0,0,0,0,0,2264,2263,2264,0,0,0,0,0,0,0
home320,21/03/2018 13:00,30/06/2018 23:00,2316,0,0,2296,2296,2296,0,0,0,0,0,0,0,0,0,0,0,2298,2299,2298,2296,2296,2297,2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2285,852,2299,2298,2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275,2274,2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home321,23/03/2018 09:00,30/06/2018 23:00,2283,0,0,4235,4247,4235,0,0,0,0,0,0,0,0,0,0,0,4538,4539,4538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2261,0,828,2271,2271,2271,2265,2265,2269,2269,0,0,0,0,0,0,0,0,2271,2271,2271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2271,2271,2271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home322,26/03/2018 11:00,30/06/2018 23:00,2218,0,0,2170,2168,2170,0,0,0,0,0,0,0,0,0,0,0,6503,6492,6503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2192,0,720,2204,2203,2204,2199,2199,2202,2202,0,0,0,0,0,0,0,0,2185,2183,2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205,2204,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home323,23/03/2018 13:00,30/06/2018 23:00,2262,0,0,2227,2223,2227,0,0,0,0,0,0,0,0,0,0,0,4504,4503,4504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243,0,386,2254,2254,2254,0,0,0,0,0,0,0,0,0,0,0,0,2240,2240,2240,2030,2030,2023,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2254,2254,2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home325,28/03/2018 08:00,30/06/2018 23:00,2186,0,0,8608,8608,8608,0,0,0,0,0,0,0,0,0,0,0,8603,8604,8603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4304,4304,4304,0,0,0,0,0,0,0,0,0,0,0,0,2151,2150,2151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,517,517,0,0,0,0,0,0,2139,0,0,0,0,2151,2151,2151,2151,0,0,0,0,0,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home326,28/03/2018 12:00,30/06/2018 23:00,2162,0,0,2138,2137,2138,0,0,0,0,0,0,0,0,0,0,0,6431,6430,6431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126,0,0,4289,4290,4289,0,0,0,0,0,0,0,0,0,0,0,0,2091,2093,2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,2145,2145,0,0,0,0,0,0,0,0,0,0,0,2110,2110,2088,2088,0,0,0,0,0,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home327,29/03/2018 07:00,30/06/2018 23:00,1558,0,0,1299,1299,1299,0,0,0,0,0,0,0,0,0,0,0,3017,3019,3017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547,0,0,3096,3097,3096,0,0,0,0,0,0,0,0,0,0,0,0,1551,1551,1551,0,1493,1549,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551,1551,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home328,03/04/2018 12:00,30/06/2018 23:00,2035,0,0,2011,2011,2011,0,0,0,0,0,907,907,0,0,0,0,2011,2011,2011,0,0,0,0,902,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,0,952,2011,2011,2011,0,0,0,0,907,907,0,0,0,0,0,0,2011,2011,2011,2009,2009,2010,2010,0,907,907,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2009,2008,0,0,0,0,890,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home329,06/04/2018 11:00,28/06/2018 20:00,1905,0,0,1892,1892,1892,0,0,0,0,0,0,0,0,0,0,0,3784,3783,3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881,0,0,3786,3786,3786,0,0,0,0,0,0,0,0,0,0,0,0,1892,1892,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894,1893,1894,0,0,0,0,0,0,0,0,1892,1884,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,0,0,1892,1892,1892,1892,0,0,0
home330,10/04/2018 07:00,05/06/2018 15:00,1269,0,0,2516,2516,2516,0,0,0,0,0,0,0,0,0,0,0,2514,2515,2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,0,0,1259,1259,1259,0,0,1241,1241,0,0,0,0,0,0,0,0,1259,1259,1259,0,0,0,0,0,0,0,0,0,0,0,1243,1242,1243,1179,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home331,12/04/2018 12:00,30/06/2018 23:00,1818,0,0,3599,3598,3599,0,0,0,0,0,0,0,0,0,0,0,5406,5406,5406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798,1797,1798,0,0,0,0,0,0,0,1791,0,342,3604,3604,3604,0,0,0,0,0,0,0,0,0,0,0,0,1801,1801,1801,1797,1797,1801,1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798,1801,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1799,1800,0,0,0,0,0,0,0
home332,30/04/2018 11:00,30/06/2018 23:00,1325,0,0,1322,1322,1322,0,0,0,0,0,0,0,0,0,0,0,2644,2644,2644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,0,0,1322,1322,1322,0,0,0,0,0,0,0,0,195,0,0,0,1322,1322,1322,1322,1322,1322,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322,1322,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home333,30/04/2018 07:00,30/06/2018 23:00,1402,0,0,1398,1398,1398,0,0,0,0,0,0,0,0,0,0,0,4196,4194,4196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,0,340,1400,1400,1400,0,0,0,0,0,0,0,0,0,0,0,0,1399,1399,1399,1398,1398,1398,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,1399,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home334,30/04/2018 07:00,30/06/2018 23:00,1211,0,0,1197,1195,1197,0,0,0,0,0,0,0,0,0,0,0,3608,3607,3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,0,478,1210,1209,1210,0,0,0,0,0,0,0,0,0,0,0,0,1199,1197,1199,1191,1191,1183,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211,1211,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211,1211,1211,0,0,0,0,0,0,0
home335,30/04/2018 13:00,30/06/2018 23:00,1397,0,0,2350,2350,2350,0,0,0,1392,1392,0,0,0,0,0,0,4179,4179,4179,0,0,0,0,0,0,1393,1393,1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381,0,0,2787,2787,2787,1392,1392,0,0,0,0,0,0,0,0,0,0,1394,1394,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393,1393,1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393,1393,1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0
home47,10/08/2016 09:00,17/08/2017 16:00,6440,0,0,6438,6438,6438,0,0,0,0,0,0,0,0,0,0,0,6399,6402,6399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6431,0,2137,6439,6439,6439,0,0,0,0,0,0,0,0,0,0,0,0,6310,6311,6310,6435,4599,6431,6431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6439,6439,6439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home59,06/10/2016 09:00,28/01/2018 07:00,11263,0,0,11208,11221,11208,0,0,0,0,0,0,0,0,0,0,0,22405,22408,22405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11237,0,2603,11064,11065,11064,0,0,0,0,0,0,0,0,0,0,0,0,11201,11194,11201,11035,11035,11085,11085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9806,9823,9806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home61,06/10/2016 12:00,19/10/2017 07:00,8921,0,0,7555,7559,7555,5361,0,0,0,0,6123,6836,5361,6074,0,0,16185,16202,16185,0,0,0,0,15747,15747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8880,0,0,17652,17661,17652,0,0,0,0,7918,7918,0,0,0,7915,7915,7915,8913,8913,8913,8868,4197,8736,8736,0,0,0,7646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7928,7928,7928,8916,8916,8916,0,0,0,0,7925,7925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home62,26/08/2016 09:00,28/09/2018 23:00,16883,0,0,15472,15469,15472,14401,0,0,0,0,14390,0,14401,7819,0,0,30465,30464,30465,0,0,0,0,28801,28801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15497,0,13992,15501,15500,15501,0,0,0,0,14403,9472,0,0,0,15682,15682,15681,15233,15238,15233,15103,15103,14421,14421,13490,14357,13364,6532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15464,15460,15464,0,0,0,0,13411,14402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home63,28/10/2016 13:00,28/09/2018 23:00,13662,0,0,11037,11172,11171,10654,0,0,0,0,10630,10630,0,10654,0,0,21970,21981,21969,0,0,0,0,20582,20582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11472,0,0,0,0,0,0,0,0,0,8871,8871,0,0,0,12594,12590,12594,11393,11388,11393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12553,12554,12553,11308,11307,11308,0,0,0,0,10472,10472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11083,11083,10825,10825,0,0,0
home64,20/10/2016 08:00,30/06/2018 23:00,13485,0,0,13366,13371,13366,0,0,0,0,0,0,0,0,0,0,0,25768,25773,25768,0,0,0,0,0,0,0,0,0,0,4501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13452,0,0,11948,11963,11948,0,0,0,0,0,0,0,0,0,0,0,0,11901,11897,11901,11824,11824,10227,10229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11930,11947,11930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home65,09/11/2016 13:00,28/09/2018 23:00,15855,0,0,13891,13890,13891,0,0,0,0,0,12147,12147,0,12033,0,0,27845,27845,27845,0,0,0,0,24138,24138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13922,0,0,27802,27807,27802,0,0,0,0,12100,12100,0,0,0,12988,12988,12988,13493,13498,13493,0,0,0,0,0,11915,11915,10996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12136,12127,12136,0,0,0,0,12142,12142,0,0,0,0,0,6579,13935,13921,13921,0,0,0,0,0,3638,0,0,0,0,13870,13872,13870,12138,12138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home66,23/11/2016 10:00,30/06/2018 23:00,13664,0,0,13588,13592,13588,0,0,0,0,0,0,0,0,0,0,0,27225,27223,27225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13630,13629,13630,0,0,0,0,0,0,0,0,0,0,0,0,13624,13622,13624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13627,13629,13627,0,0,0,0,0,0,0,0,0,0,0,13187,13187,6168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13626,4909,0,0,0,0,0,0,0,0,0,0
home67,05/12/2016 10:00,21/06/2018 07:00,13037,0,0,12888,12888,12889,0,0,0,0,0,0,0,0,0,0,0,26031,26033,26031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13022,13021,13022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13002,13004,13002,13022,13022,13024,13024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home68,24/11/2016 09:00,30/06/2018 23:00,13633,0,0,7313,7337,7336,0,0,0,0,0,0,0,0,0,0,0,40816,40818,40816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13615,13616,13615,0,0,0,0,0,0,0,0,0,0,0,0,6091,6091,6091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13615,13614,13615,0,0,0,0,0,0,0,0,0,0,0,13617,13617,13616,13616,0,0,0,0,0,2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13513,13507,13513,0,0,0,0,0,0,13603,0,13404,13400,13404,0,0,0,0,0,0,0
home69,04/01/2017 09:00,30/06/2018 23:00,11288,0,0,11226,11229,11226,0,0,0,0,0,0,0,0,0,0,0,33627,33617,33627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11246,0,5607,22501,22500,22501,11257,11257,11232,11232,0,0,0,0,0,0,0,0,11252,11254,11252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11259,11258,11259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home70,07/12/2016 14:00,30/06/2018 23:00,13211,0,0,13198,13198,13198,0,0,0,0,0,0,0,0,0,0,0,39561,39563,39561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13188,0,4081,0,0,0,13197,13197,13197,13197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13198,13197,13198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13197,13199,13197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
