timestamp,home330_hall2992_sensor21429c21433_electric-mains_electric-combined,home330_outside2997_sensor21449_gas-pulse_gas
2018-04-22 09:00:00,441.0,1904.0
2018-04-22 10:00:00,397.0,112.0
2018-04-22 11:00:00,497.0,2126.0
2018-04-22 12:00:00,803.0,335.0
2018-04-22 13:00:00,412.0,223.0
2018-04-22 14:00:00,385.0,112.0
2018-04-22 15:00:00,373.0,0.0
2018-04-22 16:00:00,391.0,0.0
2018-04-22 17:00:00,813.0,8955.0
2018-04-22 18:00:00,917.0,3581.0
2018-04-22 19:00:00,754.0,0.0
2018-04-22 20:00:00,663.0,224.0
2018-04-22 21:00:00,263.0,0.0
2018-04-22 22:00:00,229.0,0.0
2018-04-22 23:00:00,242.0,112.0
2018-04-23 00:00:00,214.0,0.0
2018-04-23 01:00:00,204.0,112.0
2018-04-23 02:00:00,219.0,0.0
2018-04-23 03:00:00,219.0,112.0
2018-04-23 04:00:00,239.0,6381.0
2018-04-23 05:00:00,341.0,5934.0
2018-04-23 06:00:00,396.0,5372.0
2018-04-23 07:00:00,363.0,0.0
2018-04-23 08:00:00,362.0,0.0
2018-04-23 09:00:00,838.0,336.0
2018-04-23 10:00:00,563.0,0.0
2018-04-23 11:00:00,416.0,112.0
2018-04-23 12:00:00,393.0,224.0
2018-04-23 13:00:00,354.0,112.0
2018-04-23 14:00:00,331.0,0.0
2018-04-23 15:00:00,311.0,560.0
2018-04-23 16:00:00,324.0,0.0
2018-04-23 17:00:00,943.0,10856.0
2018-04-23 18:00:00,674.0,3583.0
2018-04-23 19:00:00,683.0,0.0
2018-04-23 20:00:00,711.0,112.0
2018-04-23 21:00:00,570.0,0.0
2018-04-23 22:00:00,325.0,0.0
2018-04-23 23:00:00,281.0,0.0
2018-04-24 00:00:00,247.0,223.0
2018-04-24 01:00:00,210.0,0.0
2018-04-24 02:00:00,224.0,112.0
2018-04-24 03:00:00,213.0,0.0
2018-04-24 04:00:00,246.0,7614.0
2018-04-24 05:00:00,421.0,12654.0
2018-04-24 06:00:00,354.0,0.0
2018-04-24 15:00:00,278.0,0.0
2018-04-24 16:00:00,207.0,224.0
2018-04-24 17:00:00,1076.0,9629.0
2018-04-24 18:00:00,1324.0,2911.0
2018-04-24 19:00:00,1141.0,0.0
2018-04-24 20:00:00,1022.0,0.0
2018-04-24 21:00:00,1310.0,224.0
2018-04-24 22:00:00,542.0,0.0
2018-04-24 23:00:00,539.0,112.0
2018-04-25 00:00:00,529.0,0.0
2018-04-25 01:00:00,528.0,112.0
2018-04-25 02:00:00,573.0,0.0
2018-04-25 03:00:00,523.0,0.0
2018-04-25 04:00:00,522.0,224.0
2018-04-25 05:00:00,654.0,12872.0
2018-04-25 06:00:00,730.0,5040.0
2018-04-25 07:00:00,630.0,0.0
2018-04-25 08:00:00,633.0,0.0
2018-04-25 09:00:00,640.0,112.0
2018-04-25 10:00:00,578.0,0.0
2018-04-25 11:00:00,619.0,224.0
2018-04-25 12:00:00,613.0,0.0
2018-04-25 13:00:00,602.0,112.0
2018-04-25 14:00:00,533.0,3359.0
2018-04-25 15:00:00,620.0,1008.0
2018-04-25 16:00:00,788.0,224.0
2018-04-25 17:00:00,904.0,5934.0
2018-04-25 18:00:00,649.0,4814.0
2018-04-25 19:00:00,745.0,0.0
2018-04-25 20:00:00,454.0,5933.0
2018-04-25 21:00:00,412.0,112.0
2018-04-25 22:00:00,278.0,0.0
2018-04-25 23:00:00,249.0,0.0
2018-04-26 00:00:00,239.0,112.0
2018-04-26 01:00:00,234.0,0.0
2018-04-26 02:00:00,222.0,224.0
2018-04-26 03:00:00,203.0,0.0
2018-04-26 04:00:00,245.0,8955.0
2018-04-26 05:00:00,313.0,5487.0
2018-04-26 06:00:00,336.0,5711.0
2018-04-26 07:00:00,406.0,4252.0
2018-04-26 08:00:00,324.0,224.0
2018-04-26 09:00:00,224.0,335.0
2018-04-26 10:00:00,268.0,0.0
2018-04-26 11:00:00,254.0,0.0
2018-04-26 12:00:00,240.0,0.0
2018-04-26 13:00:00,217.0,0.0
2018-04-26 14:00:00,220.0,223.0
2018-04-26 15:00:00,242.0,0.0
2018-04-26 16:00:00,242.0,112.0
2018-04-26 17:00:00,256.0,0.0
2018-04-26 18:00:00,244.0,224.0
2018-04-26 19:00:00,241.0,0.0
2018-04-26 20:00:00,234.0,112.0
2018-04-26 21:00:00,244.0,0.0
2018-04-26 22:00:00,209.0,112.0
2018-04-26 23:00:00,204.0,0.0
2018-04-27 00:00:00,192.0,112.0
2018-04-27 01:00:00,193.0,0.0
2018-04-27 02:00:00,215.0,223.0
2018-04-27 03:00:00,193.0,0.0
2018-04-27 04:00:00,181.0,0.0
2018-04-27 05:00:00,200.0,0.0
2018-04-27 06:00:00,204.0,223.0
2018-04-27 07:00:00,224.0,0.0
2018-04-27 08:00:00,222.0,112.0
2018-04-27 09:00:00,224.0,0.0
2018-04-27 10:00:00,280.0,224.0
2018-04-27 11:00:00,219.0,0.0
2018-04-27 12:00:00,205.0,112.0
2018-04-27 13:00:00,221.0,0.0
2018-04-27 14:00:00,210.0,112.0
2018-04-27 15:00:00,246.0,0.0
2018-04-27 16:00:00,249.0,112.0
2018-04-27 17:00:00,241.0,0.0
2018-04-27 18:00:00,243.0,112.0
2018-04-27 19:00:00,246.0,112.0
2018-04-27 20:00:00,237.0,0.0
2018-04-27 21:00:00,239.0,112.0
2018-04-27 22:00:00,176.0,0.0
2018-04-27 23:00:00,219.0,112.0
2018-04-28 00:00:00,209.0,0.0
2018-04-28 01:00:00,203.0,224.0
2018-04-28 02:00:00,181.0,0.0
2018-04-28 03:00:00,213.0,112.0
2018-04-28 04:00:00,198.0,0.0
2018-04-28 05:00:00,181.0,112.0
2018-04-28 06:00:00,189.0,0.0
2018-04-28 07:00:00,210.0,112.0
2018-04-28 08:00:00,193.0,224.0
2018-04-28 09:00:00,182.0,0.0
2018-04-28 10:00:00,211.0,112.0
2018-04-28 11:00:00,243.0,0.0
2018-04-28 12:00:00,223.0,112.0
2018-04-28 13:00:00,208.0,0.0
2018-04-28 14:00:00,215.0,112.0
2018-04-28 15:00:00,233.0,0.0
2018-04-28 16:00:00,254.0,224.0
2018-04-28 17:00:00,235.0,0.0
2018-04-28 18:00:00,212.0,0.0
2018-04-28 19:00:00,231.0,112.0
2018-04-28 20:00:00,228.0,0.0
2018-04-28 21:00:00,228.0,112.0
2018-04-28 22:00:00,206.0,0.0
2018-04-28 23:00:00,203.0,112.0
2018-04-29 00:00:00,187.0,224.0
2018-04-29 01:00:00,178.0,0.0
2018-04-29 02:00:00,195.0,112.0
2018-04-29 03:00:00,195.0,0.0
2018-04-29 04:00:00,181.0,112.0
2018-04-29 05:00:00,182.0,0.0
2018-04-29 06:00:00,175.0,112.0
2018-04-29 07:00:00,169.0,0.0
2018-04-29 08:00:00,202.0,112.0
2018-04-29 09:00:00,182.0,0.0
2018-04-29 10:00:00,208.0,224.0
2018-04-29 11:00:00,164.0,0.0
2018-04-29 12:00:00,354.0,10749.0
2018-04-29 13:00:00,1099.0,3694.0
2018-04-29 14:00:00,976.0,7168.0
2018-04-29 15:00:00,545.0,5598.0
2018-04-29 16:00:00,520.0,1232.0
2018-04-29 17:00:00,1084.0,6494.0
2018-04-29 18:00:00,760.0,6047.0
2018-04-29 19:00:00,723.0,4811.0
2018-04-29 20:00:00,705.0,224.0
2018-04-29 21:00:00,669.0,224.0
2018-04-29 22:00:00,562.0,0.0
2018-04-29 23:00:00,516.0,0.0
2018-04-30 00:00:00,508.0,112.0
2018-04-30 01:00:00,555.0,0.0
2018-04-30 02:00:00,523.0,112.0
2018-04-30 03:00:00,497.0,0.0
2018-04-30 04:00:00,534.0,7950.0
2018-04-30 05:00:00,607.0,8506.0
2018-04-30 06:00:00,635.0,4254.0
2018-04-30 07:00:00,728.0,112.0
2018-04-30 08:00:00,794.0,112.0
