timestamp,home290_other2691_sensor18644c18653_electric-mains_electric-combined,home290_other2695_sensor18665_gas-pulse_gas
2018-03-01 02:00:00,184.0,316.0
2018-03-01 03:00:00,229.0,0.0
2018-03-01 05:00:00,219.0,2212.0
2018-03-01 06:00:00,297.0,948.0
2018-03-01 08:00:00,2370.0,2528.0
2018-03-01 09:00:00,507.0,6004.0
2018-03-01 10:00:00,519.0,9164.0
2018-03-01 11:00:00,405.0,9480.0
2018-03-01 12:00:00,982.0,8532.0
2018-03-01 13:00:00,1403.0,9480.0
2018-03-01 14:00:00,1255.0,8848.0
2018-03-01 15:00:00,502.0,8532.0
2018-03-01 16:00:00,532.0,9480.0
2018-03-01 17:00:00,2379.0,7900.0
2018-03-01 18:00:00,4570.0,9796.0
2018-03-01 19:00:00,1739.0,8532.0
2018-03-01 20:00:00,974.0,8532.0
2018-03-01 21:00:00,1029.0,8848.0
2018-03-01 22:00:00,582.0,7584.0
2018-03-01 23:00:00,453.0,9164.0
2018-03-02 00:00:00,205.0,632.0
2018-03-02 01:00:00,181.0,0.0
2018-03-02 02:00:00,240.0,0.0
2018-03-02 03:00:00,173.0,316.0
2018-03-02 04:00:00,175.0,0.0
2018-03-02 05:00:00,250.0,9164.0
2018-03-02 06:00:00,261.0,6636.0
2018-03-02 07:00:00,283.0,6636.0
2018-03-02 08:00:00,444.0,7900.0
2018-03-02 09:00:00,1294.0,10112.0
2018-03-02 10:00:00,436.0,8848.0
2018-03-02 11:00:00,640.0,9480.0
2018-03-02 12:00:00,2381.0,8532.0
2018-03-02 13:00:00,699.0,9164.0
2018-03-02 14:00:00,620.0,8848.0
2018-03-02 15:00:00,657.0,9480.0
2018-03-02 16:00:00,573.0,8216.0
2018-03-02 17:00:00,896.0,8848.0
2018-03-02 18:00:00,1847.0,9164.0
2018-03-02 19:00:00,1725.0,8532.0
2018-03-02 20:00:00,1154.0,13272.0
2018-03-02 21:00:00,966.0,8848.0
2018-03-02 22:00:00,1145.0,8848.0
2018-03-02 23:00:00,548.0,9164.0
2018-03-03 00:00:00,279.0,3476.0
2018-03-03 01:00:00,191.0,0.0
2018-03-03 02:00:00,182.0,0.0
2018-03-03 03:00:00,185.0,0.0
2018-03-03 04:00:00,176.0,0.0
2018-03-03 05:00:00,166.0,632.0
2018-03-03 06:00:00,263.0,8848.0
2018-03-03 07:00:00,284.0,6636.0
2018-03-03 08:00:00,1758.0,7900.0
2018-03-03 09:00:00,1352.0,10428.0
